"";"delim";"auteurs.0.prenom";"date_soutenance";"directeurs_these.0.prenom";"president_jury.prenom";"titres.fr"
"559";",";"Etienne";2009-01-01;"Michel";NA;"L'État des chiffres : sociologie du service de statistique et des statisticiens du ministère du Travail et de l'Emploi (1945-2008)"
"560";",";"Séverine";2009-01-01;"Frédérique";NA;"« L'art ne s'apprend pas aux dépens des moeurs ! » : construction du champ de l'art, genre et professionnalisation des artistes (1789-1848)"
"561";",";"Mirna";2007-01-01;"Serge";NA;"Le devenir des immigrés en France : barrières et inégalités"
"562";",";"Tommaso";2012-01-01;"Michel";NA;"La révolution qui n'a pas eu lieu : les constructeurs japonais en Europe (1970-2010)"
"563";",";"Rémi";2016-01-01;"Dominique";"Christian";"De la contre-culture à l'« évangélisme technologique » : les développeurs et la révolution du smartphone"
"564";",";"Ingeborg";2016-01-01;"Michel";"Birgit";"Négocier un espace au sein de la politique globale : la Vîa Campesina au sein du Comité de la Sécurité Alimentaire Mondiale"
"565";",";"Camille";2017-12-01;"Stéphane";"Valérie";"Quand la puissance publique délègue l'égalité : ethnographie de la politique de développement du football féminin en France (2011 - 2017)"
"566";",";"Cyril";2019-12-07;"Stéphane";"Christine";"La socialisation des jeunes des quartiers populaires par le football de compétition"
"567";",";"Céline";2019-10-14;"Daniel";"Liora";"Se faire un platz dans la ville : pratiques d’habitat informel, expériences de l’accès aux droits et mobilisations de familles roumaines vivant en bidonville"
"568";",";"Raphaël";2004-01-01;"Dominique";NA;"Décisions, critiques et pouvoirs : vers une sociologie configurationnelle du changement d'ATTAC France (1998-2002)"
"569";",";"Romuald";2001-01-01;"Laurent";NA;"L'école normale : disciplines, pédagogies et politique"
"570";",";"Stéphane";2005-01-01;"Christian";NA;"Cités : constructions, significations, appropriations, les aventures d'un mot et les divisions de la ville, Lyon, XIXe et XXe siècles"
"571";",";"Franck";2001-01-01;"Patrick";NA;"Enseigner en ""banlieue"" : sociologie de l'éducation et crise du système d'enseignement"
"572";",";"Elena";2006-01-01;"Danièle";NA;"La recomposition du croire : pratiques pélerines vers Saint-Jacques-de-Compostelle"
"573";",";"Morgan";2003-01-01;"Pierre-Michel";NA;"Figures actuelles du musicien : sociologie des cultures musicales et professionnelles du rap et des musiques électroniques"
"574";",";"Laurence";2005-01-01;"Michel";NA;"Les recompositions de l'identité arménienne, diaspora /Arménie : de la victime au sujet"
"575";",";"Nicolas";2004-01-01;"Gérard";NA;"Le militantisme Dalit dans la région de Kanpur, Uttar Pradesh : genèse et transformations d'une entreprise de représentation communautaire en Inde du Nord"
"576";",";"Karim";2012-01-01;"Michel";NA;"Le congrès de Bad Godesberg : contribution à une socio-histoire des programmes politiques"
"577";",";"Thierry";2005-01-01;"Annie";NA;"L'action des mouvements sociaux transnationaux dans la régulation du travail : l'European clean clothes campaign et l'application des codes de conduite en Inde"
"578";",";"Hélène";2000-01-01;"Danièle";NA;"Un sexe problématique : le dossier de l'homosexualité masculine dans l'Eglise catholique française de Vatican II à nos jours"
"579";",";"Pierre";2002-01-01;"Nicole";NA;"Le charlatan et ses médecins au XIXe siècle"
"580";",";"Nadine";2001-01-01;"Michel";NA;"Normes et déviances dans l'espace urbain marseillais : étude du mode de désignation des déviants à la cité de la Castellane"
"581";",";"Gwénaëlle";2012-01-01;"Didier";NA;"L'État et les illégalismes sexuels : ethnographie et sociohistoire du contrôle policier de la prostitution à Paris"
"582";",";"Laurence";2005-01-01;"Jean-Michel";NA;"L'ordre scolaire dans les écoles élémentaires (1950-2001) : évolution des relations d'autorité entre les directeurs, les instituteurs et les élèves dans les écoles du Val-de-Marne"
"583";",";"Céline";2006-01-01;"Dominique";NA;"Devenir grand : le rôle des technologies dans la socialisation des collégiens"
"584";",";"David";2003-01-01;"Monique de";NA;"La fiction intercommunale : étude du processus de construction identitaire des communautés d'agglomération de Grenoble, Lens-Liévin et Voiron"
"585";",";"Sonia";2010-01-01;"Annie";NA;"Les comités d'hygiène, de sécurité et des conditions de travail (CHSCT) dans les établissements de fabrication de produits chimiques : étude comparative des pratiques d'une institution de santé au travail méconnue"
"586";",";"Sophie";2010-01-01;"Louis";NA;"L'édition indépendante « critique » en France au tournant du vingt et unième siècle : une identité instable dans le champ éditorial"
"587";",";"Pascale";2009-01-01;"Serge";NA;"Le logement intolérable : habitants et pouvoirs publics face à l'insalubrité"
"588";",";"Maria Del Carmen";2010-01-01;"Hamit";NA;"Migrations invisibles : Kurdes et sahraouis en Espagne"
"589";",";"Mehdi";2019-11-26;"Ève";"Philippe";"« Creative Europe » ou l’action publique par projets : enquête sur une modernisation des politiques publiques en Europe"
"590";",";"Chantal";2010-01-01;"Hamit";NA;"Une jeunesse populaire à Beyrouth : la communauté et sa mémoire comme réponse à l'imprédictibilité"
"591";",";"Paula";2009-01-01;"Christine";NA;"« Je me responsabilise, donc je suis » : récits et parcours des femmes entrepreneurs dans le Liban de l'après-guerre"
"592";",";"Erkan";2009-01-01;"Nilüfer";NA;"La piété des étudiants formés au sein du mouvement Fethullah Gülen : une étude de cas des Maisons Lumières"
"593";",";"Natalia";2010-01-01;"Luc";NA;"La compétence du savoir-(sur)vivre : épreuves d'identité dans la guerre civile colombienne"
"594";",";"Manuella";2007-01-01;"Serge";NA;"Une rupture totale : le licenciement massif des salariés de Moulinex"
"595";",";"Samuel";2010-01-01;"Michel";NA;"Le CRIF : de la résistance juive à la tentation du lobby 1943-2010"
"596";",";"Tomas";2014-01-01;"Dominique";NA;"La recherche du plaisir culturel : la construction des avis a priori en musique et cinéma chez le public lycéen"
"597";",";"Amín";2015-01-01;"Gérard";"Stéphane";"Rendre le social plus politique : guerre coloniale, immigration et pratiques sociologiques d'Abdelmalek Sayad et de Pierre Bourdieu"
"598";",";"Valentine";2015-01-01;"Serge";NA;"Devenir dépendant : approche sociologique du grand âge en institution"
"599";",";"Gabrielle";2011-01-01;"Ève";NA;"Travail et relations hiérarchiques en contexte d'externalisation : les prestations de services d'hôtesses d'accueil"
"600";",";"Nathalie";2010-01-01;"André";NA;"L'invention des « cadres de plus de 45 ans » : approche socio-historique d'une construction sociale (1920-1974)"
"601";",";"Jacques";2000-01-01;"Robert";NA;"Agir et écrire sur la pauvreté : l'apport des choix britanniques du dix-neuvième siècle au débat social contemporain"
"602";",";"Maxime";2015-01-01;"Emmanuel";"Emmanuel";"La globalisation de la culture et de I'esprit de la musique arabe : contribution à une sociologie des formes savantes de musique arabe décontextualisées en France et aux États-Unis"
"603";",";"Zahra";2015-01-01;"Nilüfer";NA;"= Les Femmes et le Genre en Irak : entre Construction Nationale et Fragmentation"
"604";",";"Wisnu";2015-01-01;"Irène";NA;"Migration et soutien familial : le cas des gays indonésiens à Paris"
"605";",";"Ayse Asli";2015-01-01;"Eduardo";"Bertrand";"Action collective et processus de restructuration agricole : analyse de nouvelles expériences associatives en Turquie"
"606";",";"Sandra";2015-01-01;"Nicolas";"Eva";"Compréhension comparée des pratiques psychopharmacologiques et psychanalytique de prises en charge hospitalières : défaire et refaire une sociologie de la psychiatrie"
"607";",";"Myriam";2004-01-01;"Dominique";NA;"L'épreuve de l'exil : le cas des Algériens installés en France et au Québec"
"608";",";"Abdoulaye";2006-01-01;"Jean";NA;"Mobilité ou reproduction sociales et notabilisation dans les villes minières et ouvrières de Guinée : le travail, l'école, l'apprentissage et les milieux familiaux et sociaux des ouvriers des entreprises de CBG et Fria : une étude socio-anthropologique"
"609";",";"Milena";2003-01-01;"Dominique";NA;"Existe-t-il un multiculturalisme à la française ? : une étude sur la politique de la ville, 1981-2003"
"610";",";"Françoise";2009-01-01;"Georges";NA;"La violence scolaire (1970-2006) : entre presse grand public et presse militante du milieu éducatif"
"611";",";"Elodie";2010-01-01;"Christine";NA;"Le féminisme, un tremplin pour l'affranchissement des hommes ? : les perceptions masculines sur les enjeux féministes en France 1997-2007"
"612";",";"Alvaro";2010-01-01;"Claude";NA;"Le paradigme de la complexité et la sociologie : possibilité et limites d'une sociologie complexe"
"613";",";"Zehra";2019-03-22;"Nilüfer";"Philippe";"Des ""imams importés"" aux ""théologiens natifs"" : formation des cadres religieux musulmans en France et en Allemagne"
"614";",";"Thomas";2014-01-01;"André";NA;"Les sociétés de développement communautaire à Boston : ethnographie d’un territoire professionnel en construction"
"615";",";"Rémi";2014-01-01;"Gérard";NA;"Reconversions extrascolaires du capital culturel : une révision de la mobilité sociale depuis ses marges"
"616";",";"Delia Georgiana";2014-01-01;"Jean-Louis";"Petronel";"La sociologie publique : pertinence et réflexivité de la connaissance sociologique"
"617";",";"Abdelaziz";2015-01-01;"Baudouin";"Jean-Noël";"La production de l'ordre et de la hiérarchie dans une confrérie soufie contemporaine : étude de cas de la Zawiya Al-Qadiriya Al-Boutchichiya au Maroc"
"618";",";"Giedrė";2015-01-01;"Hamit";"Gisèle";"Du littéraire au religieux en passant par le politique : une trajectoire d'engagement intellectuel révolutionnaire : le cas de Sayyid Qutb (1906-1966)"
"619";",";"Aymeric";2015-01-01;"Francis";"Daniel";"Militants et riverains dans la dynamique des causes environnementales : approche sociologique des syndromes d'hypersensiblilité chimique"
"620";",";"Lauriane";2019-12-02;"Serge";"Liora";"Faire justice aux marges : une ethnographie à bord des ""tribunaux spéciaux itinérants"" du Brésil (État de l'Amapá, région amazonienne)"
"621";",";"Delphine";2015-01-01;"Rose-Marie";NA;"Violences envers les femmes : sociohistoire d'un enjeu public Nicaragua (1979-2008)"
"622";",";"Susana";2009-01-01;"Rose-Marie";NA;"Engagement corps et âmes : vies et luttes des sans terre dans le sud du Brésil"
"623";",";"Émilie";2010-01-01;"Christine";NA;"La monoparentalité féminine à l'épreuve des normes : regards croisés mères-enfants"
"624";",";"Marie-France";2000-01-01;"Robert";NA;"Savoir-faire et connaissances de l'intégration à l'épreuve des nouveaux processus d'invalidation sociale : une géométrie de la liberté"
"625";",";"Sarah";2011-01-01;"Didier";NA;"La République et ses autres : politiques de la discrimination et pratiques de naturalisation dans la France des années 2000"
"626";",";"Isabelle";2011-01-01;"Dominique";NA;"N'habite pas à l'adresse indiquée : la question du logement depuis 1830"
"627";",";"Armities";2010-01-01;"Farhad";NA;"Le centre du Dialogue des civilisations : étude politico-sociologique d'une nouvelle institution en Iran"
"628";",";"Loïc";2007-01-01;"Fanny";NA;"Qu'est-ce que la religion pour les Français ? : ce que nous enseigne la conversion"
"629";",";"Aurélien";2007-01-01;"Emmanuel";NA;"Les carrières de spectacteurs : vers une sociologie des formes de prescriptions théâtrales"
"630";",";"Francesca";2007-01-01;"Paul-André";NA;"Migration nationale ou migrations régionales ? : familles piémontaises et familles siciliennes en Provence de 1945 à nos jours"
"631";",";"Vincent";2009-01-01;"Patrick";NA;"Usages et circulations des informations médiatiques dans les milieux populaires : enquête sur la construction des ""lieux communs médiatiques"""
"632";",";"Guillaume";2014-01-01;"Claudine";"André";"Le sens sexué d’une pratique sportive extrême : le cas des pratiquants de bodybuiding"
"633";",";"Femke Josepha Johanna  van";2012-01-01;"Jean-Louis";NA;"Facteurs territoriaux dans le monde de l'art globalisé ? : la visibilité des pays dans des événements internationaux d'art contemporain"
"634";",";"Cecília de Alencar Serra e";2014-01-01;"Christian";"Claudia Damasceno";"Le progrès, la ville et les belles lettres : l'intellectuel au tournant du XXe siècle à Salvador de Bahia"
"635";",";"Massoud";2015-01-01;"Michel";"Sonia";"De la résistance microscopique à l'action collective organisée : engagement et désengagement des militants dans l'espace kurde"
"636";",";"Rim Salima";2015-01-01;"Serge";"Michel";"L'expérience migratoire illégale : le cas des migrants clandestins algériens"
"637";",";"David";2015-01-01;"Laurence";"Cyril";"Les Codes de l'obligation : méta-analyses pragmatologiques de l'application de méthodes en sciences sociales"
"638";",";"Yvette";2015-01-01;"André";"Charles";"Les travailleurs sociaux, des groupes professionnels en transformation"
"639";",";"Gilberto";2015-01-01;"André";"Gilles";"L'école du peuple : sociologie de la formation professionnelle au Mexique"
"640";",";"Younga";2015-01-01;"Serge";"Noël";"La précarité des femmes sur le marché du travail : une comparaison entre la Corée du Sud et la France"
"641";",";"Florence";2015-01-01;"Isabelle";NA;"Entre contraintes et interstices, l'évolution des projets migratoires dans l'espace transnational : une ethnographie des migrants de Chine du Nord à Paris"
"642";",";"Camille";2015-01-01;"Didier";"Isabelle";"Grandir aux marges de Shanghai : une sociologie du statut d'âge à l'aune de la condition des enfants de migrants ruraux en Chine"
"643";",";"Rola";2003-01-01;"Marc";NA;"Le retour des héritiers : les élites politiques de la Deuxième République libanaise (1989-2003)"
"644";",";"Cécile";2015-01-01;"Jean-Louis";"Bruno";"L'oeuvre d'art comme outil de lecture de la sociologie : relire Goffman à partir de quelques pièces de Pina Bausch"
"645";",";"Pierre";2015-01-01;"Emmanuel";"Estebán";"Les Processus de valorisation de la musique enregistrée dans l'ère du numérique"
"646";",";"Julien";2015-01-01;"Florence";"Olivier";"Des classes populaires à la lisière du salariat : une analyse des bûcherons entre emploi, marché et stratification sociale"
"647";",";"Julie";2015-01-01;"Bénédicte";"Ariane";"S'engager en parentalité et créer son activité : l'entreprise paradoxale des Mompreneurs en France (2008-2014)"
"648";",";"Alon";2019-11-28;"Gisèle";"Thomas";"Construction identitaire : Israël à travers son historiographie nationale"
"649";",";"Marine";2019-12-13;"Irène";"Agnès";"La paternité ""ordinaire"" en prison"
"650";",";"Nur Yasemin";2016-01-01;"Nilüfer";"Danièle";"Mourir en diaspora : les pratiques funéraires des «minorités» musulmanes originaires de Turquie en Allemagne et en France"
"651";",";"Damien";2008-01-01;"Alain";NA;"La parentalité désemparée : séparations conjugales et militantisme paternel (1970-2007)"
"652";",";"Florence Lise";2000-01-01;"Janine";NA;"L' hôpital à l'épreuve du sida : une étude des relations développées dans le cadre des Centres d'Information et de Soins de l'Immunodeficience Humaine (CISIH), à l'intérieur et à l'extérieur de l'hôpital"
"653";",";"Odile";2001-01-01;"Alain";NA;"La conviction sur les faits criminels : analyse de dossiers d'instruction sur des assassinats"
"654";",";"Ipek";2001-01-01;"Farhad";NA;"Les intellectuelles islamistes en Turquie contemporaine"
"655";",";"Anton Nikolaevič";2000-01-01;"Michel";NA;"Un petit monde dans la prison, la criminalité organisée et la société russes aujourd'hui : des doubles monstrueux"
"656";",";"Julien";2000-01-01;"Remi";NA;"Un journalisme en expansion : contribution à une sociologie du journalisme économique et des relations entre le champ économique et le champ journalistique"
"657";",";"Isabelle";2017-03-27;"Daniel";"Marie";"Les métiers de la viande et des fleurs.  Ethnographier le genre au travail"
"658";",";"Géraud";2001-01-01;"Remi";NA;"La production des discours sur l'exclusion en France des années 70 aux années 90 : contribution à une sociologie des représentations en temps de crise"
"659";",";"Nicolas";2000-01-01;"Patrick";NA;"Organiser, produire, éprouver : histoire et présent de l'usine de carrosserie de Peugeot à Sochaux, 1948-1996"
"660";",";"Hsiu-Ping";2010-01-01;"Jean-Louis";NA;"Le métier du parfumeur en France et l'art de l'encens au Japon : contribution à une sociologie de l'olfaction"
"661";",";"Solène";2010-01-01;"Florence";NA;"Partager avant l'héritage, financer l'hébergement en institution : enjeux économiques et mobilisations familiales autour de personnes âgées des classes populaires"
"662";",";"Ariane";2010-01-01;"Danièle";NA;"La politiquée inspirée : religion et imaginaire politique aux Etats-Unis"
"663";",";"Justine";2019-10-07;"Isabelle";"Jean-Philippe";"Bandes de vieux : une sociologie des espaces de sociabilité de jeunes retraités en Chine urbaine contemporaine"
"664";",";"Stanislas";2010-01-01;"Gérard";NA;"L'échec scolaire en France (1960-2010) : sociologie d'un champ d'intervention professionnelle"
"665";",";"Julie";2010-01-01;"Nilüfer";NA;"Soeurs de Malalay : la visibilité publique des femmes dans l'Afghanistan d'après le régime Taliban"
"666";",";"Jérôme";2010-01-01;"François";NA;"Que fabrique-t-on au lycée ? : enquête ethnographique sur le milieu scolaire"
"667";",";"Floriane";2019-02-01;"Loraine";"Daniel";"Mouvements sociaux et internet en Inde : stratégies de visibilité médiatique et d'intégration à l'espace public. Le cas du mouvement dalit."
"668";",";"Kai";2010-01-01;"Jian";NA;"Droit au délogement et protection du patrimoine : Xiangyuan Lu et Gujia Lu, deux projets de rénovation dans la Vieille Ville de Shanghai (2003-2009)"
"669";",";"Véronique";2013-01-01;"Georges";NA;"Expression de l'intériorité en danse moderne et contemporaine"
"670";",";"Michaël";2009-01-01;"Patrice";NA;"Emergence, constitution et diversification d'une cause : processus de mobilisation, identités collectives et socialisations militantes dans l'espace associatif homosexuel et de lutte contre le sida en Suisse (1980-2005)"
"671";",";"Isabelle";2013-01-01;"Irène";NA;"Le veuvage précoce et ses conséquences juridiques, économiques et sociales"
"672";",";"Laura";2009-01-01;"Luc";NA;"La mobilité ambigüe : pour une sociologie des classes sociales supérieures dans la société contemporaine"
"673";",";"Clémence";2009-01-01;"Serge";NA;"Ce que partir veut dire : la transformation identitaire des volontaires de solidarité internationale"
"674";",";"Viviane";2009-01-01;"Rose-Marie";NA;"Lecteurs, lectures et trajectoires de genre"
"675";",";"Jérôme";2008-01-01;"Gérard";NA;"Pratiques juvéniles et entrées dans la vie : les animateurs de centres de loisirs"
"676";",";"Philippe";2008-01-01;"Robert";NA;"Les communautes thérapeutiques Teen Challenge pour toxicomanse : de la tradition évangélique à la modernité institutionnelle et religieuse"
"677";",";"Gabriel Andrés";2009-01-01;"Francisco S.";NA;"Les arrêts et les réouvertures des disputes politiques : analyse du conflit enseignant en Argentine (1984-1999)"
"678";",";"Sophie";2008-01-01;"Christian";NA;"Artistes de Belleville : entre monde de l'art et territoires urbains"
"679";",";"Audrey";2008-01-01;"Jean-Louis";NA;"Le « cinéma social » aux frontières de l'engagement : sociologie d'une catégorie entre art et politique"
"680";",";"Mohammed";2008-01-01;"Farhad";NA;"L'islam et les musulmans en France : une histoire de Mosquées"
"681";",";"Antoine";2008-01-01;"Emmanuel";NA;"Les clercs, les paysans et le peuple : inscription et construction territorialisées de l'offre culturelle sur l'espace public avignonnais"
"682";",";"Ahmad";2008-01-01;"Olivier";NA;"Une étude du fondamentalisme islamique au Pakistan à la lumière de la théorie de la dissonance cognitive"
"683";",";"Zsuzsanna";2008-01-01;"Dominique";NA;"De l'invisibilité à la visibilité : politiques d'intégration et stratégies identitaires des Tsiganes de Hongrie dans une ville (post)-industrielle"
"684";",";"Daniella";2007-01-01;"Monique de";NA;"Le Parti des Travailleurs à l´épreuve du pouvoir : le PT dans le District Fédéral au Brésil (1980-2000)"
"685";",";"Michel";2008-01-01;"Louis";NA;"La gestion des risques entre savoir et pouvoir : genèse, structure et fonctionnement du champ de production des discours sur le risque"
"686";",";"Jean-Philippe";2008-01-01;"Gérard";NA;"La prise de parole de l'immigration subsaharienne en France (1960-1995)"
"687";",";"André";2007-01-01;"André";NA;"Pour une lecture de Manuel Aburto Panguilef (1887-1952) : écriture, délire et politique en Araucanie post-réductionnelle"
"688";",";"Sandra";2007-01-01;"Michel";NA;"Éditeurs, livres et passions en Alsace et en Bretagne : imaginaires, subjectivités, créativité sociale"
"689";",";"Olivier";2007-01-01;"Francis";NA;"Les contre-allées de l'expérience : vers une sociologie comparative de l'engagement fictionnel"
"690";",";"Sébastien";2007-01-01;"Dominique";NA;"In carne veritas ? : le biologisme comme phénomène éditorial en France, 1970-2000"
"691";",";"Julie";2007-01-01;"Patrick";NA;"La banlieue comme enjeu de lutte symbolique : contribution à l'analyse des relations entre médias et champs sociaux"
"692";",";"Nicolas";2007-01-01;"Isabelle";NA;"Le nouveau monde de la psychiatrie française : les psychiatres, l'état et la réforme des hôpitaux psychiatriques de l'après-guerre aux années 1970"
"693";",";"Jorge";2007-01-01;"Jean-Louis";NA;"Africanismes à Cuba (1812-1917) : textes, images et classes"
"694";",";"Mariana";2007-01-01;"Monique de";NA;"« Les métamorphoses de la représentation : les économistes et le politique en Argentine (1975-2001) »"
"695";",";"Ángela";2007-01-01;"Yves";NA;"La construction sociale des droits des peuples autochtones : une étude transnationale à partir du cas colombien"
"696";",";"Jeanne";2007-01-01;"Hamit";NA;"Mobilisations politiques, co-gouvernementalité et construction ethnique : sociologie du nationalisme turc à travers le cas des Turcs de Thrace occidentale (Grèce, Allemagne, Turquie)"
"697";",";"Cheng";2007-01-01;"François";NA;"De la réception de Max Weber à la lecture de Weber : le cas de Taiwan (1980-2005) et la question du rapport économico-religieux dans Confucianisme et taoïsme"
"698";",";"Delphine";2007-01-01;"Pierre-Michel";NA;"La construction de la valeur des maisons d'architectes du XXe siècle : de la patrimonialisation à l'émergence d'un marché"
"699";",";"Stéphanie";2007-01-01;"Jean";NA;"Les familles lobi et l'École : entre rejets mutuels et lentes acceptations : socio-anthropologie du système scolaire et des pratiques familiales de scolarisation au Burkina Faso"
"700";",";"Mélanie";2007-01-01;"Claudine";NA;"Sociologie du service domestique juvénile : ""petites nièces"" et ""petites bonnes"" à Abidjan"
"701";",";"Julien";2007-01-01;"Charles";NA;"La loi du secret : la kabbale comme source de halakha chez r. Joseph Caro et les décisionnaires séfarades ultérieurs"
"702";",";"Olga L.";2007-01-01;"Michel";NA;"La « débrouille » : migrants andins en France et accès aux droits"
"703";",";"Alicia";2007-01-01;"Louis";NA;"Légalité, laïcité et avortement au Mexique : « L'affaire Paulina »"
"704";",";"Olivier";2007-01-01;"Jean-Louis";NA;"Les échelles du plaisir : formes d'expérience et dispositifs d'appréciation du jazz : une enquête sur les transformations de la culture lettrée en France au vingtième siècle"
"705";",";"Christelle";2007-01-01;"Olivier";NA;"S'approprier son travail au bas du salariat : les aides à domicile pour personnes âgées"
"706";",";"Bella";2011-01-01;"Alain";NA;"Jouer et déjouer : construction sociale d'une jeunesse active à travers le théâtre amateur d'étudiants soviétiques, 1953-1975"
"707";",";"Bartolomeo";2011-01-01;"Farhad";NA;"L'émergence de l'Islam dans l'espace public italien : les leaders muslumans entre intégration et intégrisme"
"708";",";"Jean-François";2011-01-01;"Augustin";NA;"Images virtuelles et horizons du regard : l'expérience des visibilités calculées dans l'histoire des représentations urbaines et géographiques"
"709";",";"Katinka";2007-01-01;"Didier";NA;"Politiques et pratiques du soin au temps du sida : la prise en charge des malades dans le Free State (Afrique du Sud)"
"710";",";"Arnaud";2008-01-01;"Luc";NA;"Du psychopouvoir : une sociologie de la manipulation mentale dans le cadre de la lutte contre les « sectes » en France dans les années 2000"
"711";",";"Mario de Jesús";2014-01-01;"Gilles";NA;"Le M-19, interprétation d'un acteur politique armé en Colombie"
"712";",";"Paul";2013-01-01;"Stéphane";NA;"Passer les frontières sociales : promoteurs et bénéficiers de l'""ouverture sociale"" des grandes écoles dans la France contemporaine"
"713";",";"Eleonora";2011-01-01;"Christian";NA;"La production des frontières urbaines : les mondes sociaux des ""copropriétés fermées"" à Buenos Aires"
"714";",";"Paula Susana";2011-01-01;"Ruth";NA;"Les bases sociales et territoriales de la corruption : omination et micro-résistances dans un quartier de la classe ouvrière dans le Conurbano de Buenos Aires"
"715";",";"Luca";2005-01-01;"Jean";NA;"Politique de la responsabilité : promesses et limites d'un monde fondé sur l'autonomie"
"716";",";"Jeanette S.";2007-01-01;"Nilüfer";NA;"Devenir pieuse : femmes musulmanes en France et en Allemagne entre réforme de soi et quête de reconnaissance"
"717";",";"Martin";2013-01-01;"Louis";NA;"La transaction émotionnelle comme unité d'action : une méthodologie pour l'étude des émotions situées"
"718";",";"Isabel";2013-01-01;"André";NA;"Le sexe de l'expert : régimes de genre et dynamique des inégalités dans l'espace du conseil en management"
"719";",";"Béatrice de";2011-01-01;"Danièle";NA;"Genre, rituel et politiques de l'identité juive : dispositifs de socialisation dans les synagogues non orthodoxes en France"
"720";",";"Ksenia";2012-01-01;"Danièle";NA;"Les sources de savoirs : le renouveau du bouddhisme et du chamanisme chez les Touvas de la Sibérie du Sud"
"721";",";"Guénolé";2013-01-01;"Danièle";NA;"Comprendre l'altruisme : motivations, valeurs et prédispositions sociales dans le bénévolat caritatif"
"722";",";"Nicolas";2010-01-01;"Serge";NA;"La politique au-delà de la vie politique : pratiques et représentations de la citoyenneté chez les jeunes adultes à Santiago du Chili, New York et Paris"
"723";",";"Nadège";2010-01-01;"André";NA;"Une professionnalisation inachevée : socio-histoire des tensions vécues par le groupe professionnel des conseillers financiers de la Poste (1953-2010)"
"724";",";"Frédéric";2010-01-01;"Gérard";NA;"La cause des pauvres : mobilisations humanitaires et transformations de l'État social en France (1945-2010)"
"725";",";"Luis Alberto";2010-01-01;"Louis";NA;"Devenir quelqu'un dans la vie : les classes défavorisées face à l'École au Paraguay"
"726";",";"千香子";2010-01-01;"Michel";NA;"Écrire en Banlieue : analyse des pratiques d'écriture chez les jeunes issus des immigrations postcoloniales in Ile-de-France"
"727";",";"Houssen";2009-01-01;"Gérard";NA;"Faire la classe à l'école élémentaire : les déterminants sociaux de la pratique enseignante"
"728";",";"Cécile";2019-11-18;"Michel";"Olivier";"La sexualité aux temps de la contraception : genre, désir et plaisir dans les rapports hétérosexuels (France, années 1960 - années 2010)"
"729";",";"Martina";2007-01-01;"Alban";NA;"Les « purs et durs de Padanie » : ethnographie du militantisme nationaliste à la Ligue du Nord (Italie), 1999-2002"
"730";",";"Marion";2010-01-01;"Albert";NA;"Des chiens auprès des hommes : ou comment penser la présence des animaux en sciences sociales"
"731";",";"Paul";2009-01-01;"Frédéric";NA;"Entre le marché et l'Etat, les agents de change : une socio-histoire économique de l'intermédiation officielle à la bourse de Paris"
"732";",";"Abdel-Halim";2008-01-01;"Gérard";NA;"L'accident du travail et ses effets sur les trajectoires socioprofessionnelles des travailleurs immigrés maghrébins : le cas du BTP en France"
"733";",";"Zhe";2007-01-01;"Danièle";NA;"Sociologie de la temporalité religieuse contemporaine : le devenir du bouddhisme chan dans la modernité"
"734";",";"Olessia";2007-01-01;"Monique de";NA;"La question agraire en Russie au croisement du pouvoir et des sciences économiques : acteurs et discours (1929-2005)"
"735";",";"Nicolas";2009-01-01;"Florence";NA;"Réformer l'hôpital, soigner les patients : une sociologie ethnographique du nouveau management public"
"736";",";"David";2007-01-01;"Nilüfer";NA;"Le voyage initiatique : activation et devenir des habitudes d'héritiers migrants issus de la grande bourgeoisie turque"
"737";",";"Emanuele";2012-01-01;"Michel";NA;"Le mouvement alterglobal en Europe : subjectivité et élaboration d’alternatives : une comparaison entre les cas italien, français et anglais"
"738";",";"Marion";2019-12-09;"Michel";"Céline";"Sécularisation, genre, sexualité : des catholiques et des mulsuman·e·s en quête de sens (années 1970-années 2010)"
"739";",";"Leonora";2014-01-01;"Rita";"Anne-Catherine";"Les IB Schools, une internationale élitiste : émergence d’un espace mondial d’enseignement secondaire au XXe siècle"
"740";",";"Malika";2015-01-01;"Farhad";NA;"Féministes musulmanes dans le contexte postcolonial de l'Europe francophone : stratégies identitaires et mobilisations translocales"
"741";",";"Camila";2017-02-25;"Gilles";"Gerardo";"Des livres à la rue : la transformation culturelle et politique des jeunes militants chiliens à partir des mobilisations étudiantes de 2011"
"742";",";"Landry";2019-05-20;"Emmanuel";"Marc";"L'Intervention Sociale Associative (ISA) de Paris : une approche processuelle de l'exclusion : des fondements épistémologiques à l’ébauche d’une théorie typologique"
"743";",";"Pascal";2019-11-15;"Pierre-Michel";"Didier";"Durer dans le métier : la carrière des footballeurs français ordinaires émigrés en Grande-Bretagne"
"744";",";"Fernando";2001-01-01;"Michael";NA;"Religion et politique dans la pensée coloniale : prophétie et millénarisme dans la légitimation de la conquête : Colomb, Cortés, Sahagún et Mendieta"
"745";",";"Patrick";2003-01-01;"Robert";NA;"L'aide sociale à l'hébergement : genèse et transformations d'un dispositif d'intervention sociale : de la réadaptation à la réinsertion sociale"
"746";",";"Martine";2016-01-01;"Danièle";"Irène";"Homosexualité, famille, religion : dimensions inconciliables ou innovation sociale ?"
"747";",";"Delia";2019-11-08;"Gisèle";"Bertrand";"Du classement au reclassement : sociologie historique de l'édition jeunesse en France et en Espagne"
