"","auteurs.0.prenom","date_soutenance","directeurs_these.0.prenom","president_jury.prenom","titres.fr"
"1002","Théophane",2012-01-01,"Alia",NA,"La gestion des déchets solides ménagers : pratiques d’acteurs et inégalités socio-spatiales dans la ville de Porto-Novo (Bénin)"
"1003","Felipe",2014-09-19,"Christine","Jean-Philippe","Les universitaires britanniques face aux instruments d'évaluation et de financement de la recherche : les départements de géographie et d'informatique de deux universités face au Research Assessment Exercise et au full   Economic Costing en Grande Bretagne"
"1004","Estelle",2011-12-07,"Bruno",NA,"Paris 21ème siècle, capitale du monde des arts d'Afrique Noire : Le rôle de la scène artistique parisienne dans la construction de la valeur des Arts d’Afrique Noire"
"1005","Thomas",2013-12-03,"Pierre","Olivier","Sociologie des jeux de hasard. Croyances et rationalité"
"1006","Sabrina",2015-01-07,"Catherine","María-Eugenia","Choisir le « bon moment » pour partir à la retraite : analyse des décisions de fin de carrière des générations 1945-1950"
"1007","Laura",2014-03-21,"Bruno","Bernard","Les Cadiens au présent. Revendications identitaires d'une population francophone en situation minoritaire."
"1008","Julien",2011-01-01,"Danièle",NA,"Sociologie critique de l'innovation technologique : le cas de la télébillettique dans les transports publics parisiens"
"1009","Elise",2015-01-19,"Jean-Paul","David","Vers une recomposition des rapports entre sociétés et rivières : l’hydromorphologie des cours d’eau : processus, représentations et enjeux de gestion environnementale sur la Dordogne moyenne"
"1010","Aurélien",2012-06-20,"Bernard","François","Le financement des étudiants en France et en Angleterre de 1945 à 2011 : le student finance, l'award et le salaire étudiant et leur hégémonie."
"1011","Brigitte",2012-01-01,"Agnès",NA,"Les élites étudiantes internationales face au modèle d'excellence des Grandes Ecoles françaises"
"1012","Guillaume",2011-01-01,"Norbert",NA,"Autonomie individuelle et action collective : la mise en forme du lien social dans le parti des Verts"
"1013","Anne",2007-01-01,"Jacques",NA,"La cause des femmes dans l’État : une comparaison France-Québec (1965-2007)"
"1014","Mathieu",2016-06-03,"Patrick","Anne","Une politique du rap ? : prise de parole, pouvoir des mots et subversion"
"1015","Anne-Claire",2018-06-28,"Stéphane","Yves","Le moment français du postcolonial : pour une sociologie historique d’un débat intellectuel"
"1016","Olivier",2017-11-22,"Patrick","Christian","Sociologie de la ""Réussite éducative"" : un cas d'école des nouvelles politiques éducatives"
"1017","Claire",2018-07-03,"Stéphane","Laëtitia","Le petit monde du développement porté par les migrants : une sociologie de la reconnaissance des « associations de migrants » dans les arènes françaises de la coopération au développement (1981-2014)"
"1018","Estelle-Fleur",2013-11-29,"Dominique","Pierre","Les conditions sociales de l’adoption de comportements plus durables en matière de consommation et de gestion des déchets : analyse sociologique d’un dispositif de démocratie participative et des théories d’action en sciences humaines et sociales"
"1019","Frédérique",2010-12-13,"Anni","Daniel","Tiers en urgences. Les interactions de secours, de l’appel au 18 à l’accueil en service d’urgences pédiatriques. Contribution à une sociologie du tiers."
"1020","Julie",2017-10-19,"Olivier","Philippe","Gouverner par le temps : la gestion des déchets radioactifs en France, entre changements organisationnels et construction de solutions techniques irréversibles (1950-2014)"
"1021","Laura",2018-12-21,"Bruno","Olivier","L'art mural comme stratégie de survie des communautés rurales. Trois études de cas en milieu rural italien"
"1022","Florence",2018-03-14,"Valérie","Johanna","La marchandisation de l'engagement des jeunes : les ""dérives"" du service civique à la Ligue de l'enseignement"
"1023","Aurélien",2012-12-13,"Michel","Patrick","L'esprit du jeu dans les sociétés postmodernes : Anomies et socialités : Bovarysme, mémoire et aventure"
"1024","Jacob",2012-10-16,"Dominique","Dominique","La sélection sociale de l’innovation : Parcours d’innovations environnementales depuis un centre de Recherche & Développement jusqu’à l’espace domestique"
"1025","Pascal",2012-11-21,"Olivier","Michel","De « petits » employés d’un « grand » magasin : Enquête sur les employés de la vente au Bazar de l’Opéra"
"1026","Pauline",2012-11-19,"Olivier","Stéphane","La recomposition d’une aristocratie ouvrière : Enquête ethnographique aux chantiers navals de Saint-Nazaire"
"1027","Kamal",2000-01-01,"Pierre",NA,"Le narguilé : analyse socio-anthropologique : culture, convivialité, histoire et tabacologie d'un mode d'usage populaire du tabac"
"1028","Caroline",2000-01-01,"Michel",NA,"Les logiques d'apprentissage collectif en recherche industrielle. Modèle de compréhension et de pilotage par les situations-type : recherche-action à la direction de la recherche de PSA-Peugeot-Citroën"
"1029","Gilles",2003-01-01,"Catherine",NA,"Les professionnels de l'information européenne à Bruxelles : Sociologie d'un monde de l'information (territoires, carrières, dispositifs)"
"1030","Milad",2008-01-01,"Jean-Jacques",NA,"Les associations de développement local étudiées à travers leurs configurations sociales : le cas d’un village de Haute-Égypte"
"1031","Elisabetta",2008-01-01,"Sonia",NA,"Des problèmes et des remèdes, la désindustrialisation rurale et la précarisation féminine en France et en Italie"
"1032","Fanny",2010-01-01,"Louis",NA,"Contrainte budgétaire du logement, stratification sociale et mode de consommation : étude comparative France et Royaume-Uni (1980-2005)"
"1033","Alexis",2007-01-01,"Michel",NA,"Le football informel d'esplanade : une étude de sociabilité sportive dans la France du début du XXIe siècle"
"1034","Marianne",2002-01-01,"Sylvain",NA,"Figures ouvrières d'aujourd'hui : un enjeu anthropologique et politique, enquêtes auprès des ouvriers de Ford-Aquitaine"
"1035","Sébastien",2007-01-01,"Rémy",NA,"Sociologie du rap français : état des lieux, 2000-2006"
"1036","Mor",2004-01-01,"Monique",NA,"Journalistes de la presse privée écrite et pouvoir politique en Afrique : l'ambiguïté de la relation victimaire"
"1037","Laurent",2003-01-01,"Jean-Michel",NA,"Constitution et traitement d'une population : les jeunes en difficulté d'insertion : l'exemple de deux bassins d'emploi de l'ouest (1975-2000)"
"1038","Rachid",2008-01-01,"Vincent de",NA,"L' expérience du handicap : une quête de sens : pour une sociologie clinique du handicap"
"1039","Hee-Kyung",2009-01-01,"Rémy",NA,"Les arts de la rue en France : 1968-2005 : étude socio-historique"
"1040","Dalila",2000-01-01,"Carmen",NA,"Processus de ségrégation socio-spatiale et vie quotidienne"
"1041","Aurélie",2001-01-01,"Danièle",NA,"Le travail des guichetiers de la Poste : une relation sociale à définir"
"1042","Mame Birame",2007-01-01,"André-Marcel d'",NA,"Représentations socio-économiques et culturelles des migrants seereer à Dakar et création de l'association Ndef Leng : Analyse sociologique et perspectives de développement"
"1043","Ouassa",2000-01-01,"Maxime",NA,"Interventions en milieu rural et perspectives de changement social au Niger : actions et réactions des femmes"
"1044","Jean-Philippe",2006-01-01,"Danièle",NA,"Les paradoxes de la réduction du temps de travail : les effets de l'application des 35 heures sur les salariés de trois secteurs d'activité"
"1045","Pierre",2007-01-01,"Erhard",NA,"Articuler les niveaux territoriaux de l'action publique : la politique de sécurisation du territoire contre les incendies de forêts"
"1046","Karima",2004-01-01,"Jean-Hugues",NA,"Evolution des structures patriarcales en immigration : la famille kabyle en France et au Canada"
"1047","Sabine",2000-01-01,"Eugène",NA,"La theorie du lien social selon nobert elias"
"1048","Muriel",2007-01-01,"Françoise",NA,"L' invention de l'accessibilité : des politiques de transport des personnes handicapées aux politiques d'accessibilité des transports urbains de voyageurs en France de 1975 à 2005"
"1049","Paul",2006-01-01,"Alain",NA,"Le politique dans le particulier : le cas de Recife, Pernambouc, Brésil"
"1050","Anne",2005-01-01,"Philippe",NA,"Les transformations socioprofessionnelles de la maîtrise : l' exemple de la RATP"
"1051","François",2000-01-01,"Raymond",NA,"Les comportements monétaires et financiers : évolution et facteurs de différenciation : contribution à une sociologie de l'argent, des pratiques et des représentations économiques"
"1052","Antoine",2007-01-01,"Claude",NA,"Maximes empiriques de l'activité économique : le marché des fruits et légumes en France (1936-2006)"
"1053","Jean-Philippe",2003-01-01,"Denis",NA,"Homo Pontifex et Pontifex Oppositorum : créativité, imaginaire et heuristique"
"1054","Katia",2002-01-01,"François",NA,"Femmes en armes, une place introuvable ? : le cas de la féminisation de l'armée française"
"1055","Alexandre",2010-01-01,"Numa",NA,"Entre urbanité et communauté, la politisation de l'espace public urbain"
"1056","Magali",2000-01-01,"Alain",NA,"À l'épreuve du sujet : éléments de métasociologie de la recherche"
"1057","Guillaume",2005-01-01,"Anne-Marie","Jean-Claude","La fabrication des salariés vieillissants : pratiques d'entreprises et perspectives d'avenir professionnel"
"1058","Jingyue",2018-03-19,"Florence","Maya","Dynamiques des groupes professionnels et new public management : l’introduction des instruments d’action publique dans la tarification des Établissements d'hébergement pour personnes âgées dépendantes (EHPAD)"
"1059","Matthieu de",2014-01-01,"Philippe",NA,"Enquête sur des enquêtes : les enquêtes de victimation et la connaissance du crime"
"1060","Fayçal",2014-01-01,"Aïssa",NA,"Les formes de la contestation sociale en milieu universitaire en Algérie"
"1061","Roland",2011-02-28,"Jules","Jacques","Impact discursif de la construction de l’Europe sur l’identité syndicale française"
"1062","Abdoulaye Idrissa",2011-01-01,"Pierre-Philippe",NA,"Les étudiants sénégalais en France et aux États-Unis : conditions de vie, conditions d'étude, insertion socio-professionnelle et participation au développement du Sénégal"
"1063","Sylviane",2018-06-30,"Jean-Louis",NA,"Éducation tout au long de la vie et logiques sociales de formation professionnelle : le cas des enseignants spécialisés du premier degré en charge de l’aide pédagogique aux élèves en grande difficulté scolaire"
"1064","Jules",2010-01-01,"Marco",NA,"Analyse comparée de l'expérience de la mobilité sociale ascendante intergénérationnelle aux États-Unis, en France et en Inde"
"1065","Beata Maria",2018-02-22,"Marie","Renata","Monde artistique « transnational » : les trajectoires des musicien-ne-s japonais-e-s dans le monde européen de la musique classique"
"1066","Guillaume",2007-01-01,"Michel",NA,"À l'école de la détention : la socialisation professionnelle des surveillants de prison, trajectoires et expériences dans l'institution carcérale"
"1067","Jean-Pierre",2009-01-01,"Bernard",NA,"Hestia : du mythe au complexe : la pensée du genre dans les cultures méditerranéennes"
"1068","Antonio",2008-01-01,"Michel",NA,"À rebours : motifs du regard et de l'expérience des modes de vie"
"1069","Mariette",2009-01-01,"Bernard","Patrick","Etude comparée du comportement d'achat des boîtes de conserve entre le consommateur libanais et français"
"1070","Erwan",2009-01-01,"Michel",NA,"Porto Alegre, ville imaginaire : socialités, mythes et communication dans un Brésil postmoderne"
"1071","Roberta",2010-01-01,"Dominique","Leticia","La transmission familiale comme clé de lecture du processus de diffusion des innovations : une approche interprétative et microsociale de l'adoption et de la consommation de produits et services de beauté"
"1072","Hélène",2004-01-01,"Régine",NA,"L' autonomie et les éducateurs de foyer : pratiques professionnelles et évolutions du métier en France, en Russie et en Allemagne"
"1073","Jean-Marc",2019-12-16,"Éric de","France","Des hétérotopies incluantes : exploration des usages du tango argentin dans le champ du handicap"
"1074","Julien",2015-11-02,"Bernard","Antoine","L’insécurité personnelle des jeunes dans les transports en commun franciliens : une étude dispositionnelle du sentiment d’insécurité"
"1075","Louise",2019-12-06,"Mirna","Ettore","De l'immigration permanente aux migrations circulaires : l'expérience de la (re)migration dans les trajectoires individuelles en France"
"1076","Carlotta",2018-10-30,"Cédric","Sylvie","Dans les ateliers de la circulation : une ethnographie du travail logistique entre le  Grand Paris et la métropole diffuse vénitienne"
"1077","Marine",2018-12-03,"Mirna","Agnès","Migration DOM-métropole des années 1960 à nos jours : itinéraires d’une minorité française"
"1078","Khedidja",2015-09-22,"Agnès",NA,"L'échange autour du projet urbain : quels savoirs partagés ?"
"1079","Natacha",2008-01-01,"Bruno",NA,"Les sujets du labeur : travail à l'usine, travail de soi et subjectivité des ouvrières et ouvriers des maquilas du Nicaragua"
"1080","Marion",2009-01-01,"Françoise","Jean-Pierre","Apprendre le handicap visuel : la prise en charge de personnes déficientes visuelles par des institutions spécialisées"
"1081","Yong-Hyun",2007-01-01,"Françoise","Anne-Catherine","Pour une sociologie de l'intelligence collective : l'exemple des coordinations gérontologiques"
"1082","Mohamed Toufik",2013-01-01,"Aïssa",NA,"Les enseignants universitaires algériens entre autonomie et instrumentalisation : 1971-1997"
"1083","Teresa",2019-10-16,"Raphaël","Stéphane","Diversité culturelle et égalité : pour une approche dialogique"
"1084","Zheng",2012-01-01,"Rémy",NA,"Les lectures de l'étudiant chinois en France dans l'acquisition de la langue française"
"1085","Sylvain",2006-01-01,"Jacques",NA,"Le droit à l'épreuve du public : une sociologie de l'encadrement de la publicité à la télévision française (1968-2005)"
"1086","Magali",2009-01-01,"Antigone",NA,"Les pratiques culturelles régionales catalanes et le phénomène de résistance culturelle"
"1087","Jean-Christophe",2009-01-01,"Antigone",NA,"Modèles de formation à l'expertise en intervention sociale : perspectives éthiques"
"1088","Elsa",2000-01-01,"François de",NA,"La construction du ""chez soi"" : les étudiants qui cohabitent avec leurs parents"
"1089","Muriel",2001-01-01,"François de",NA,"Approche sociologique de l'anorexie : un travail de soi"
"1090","Fabrice",2008-01-01,"Dominique",NA,"La voiture : un regard socio-anthropologique sur le rapport à l'objet automobile"
"1091","Virginie",2008-01-01,"François de",NA,"Les mères lesbiennes : contribution à une sociologie de la parentalité"
"1092","Stéphanie",2008-01-01,"Dominique",NA,"Les ""altermobilités"" : analyse sociologique d'usages de déplacements alternatifs à la voiture individuelle : des pratiques en émergence ?"
"1093","Kaveh",2011-01-01,"Jan","Claudine","Michel Foucault et la critique de la modernité : vers une sociologie foucaldienne"
"1094","Nasser",2005-01-01,"Dominique","Numa","Anthropologie d'une économie souterraine : le ""bizness"" dans une cité H.L.M., nouvelles figures de la norme et de la déviance économique"
"1095","Jérôme",2005-01-01,"Michel",NA,"La mise en scène du corps social : contribution aux marges complémentaires des sociologies du théâtre et du corps"
"1096","Agnese",2018-06-25,"Olivier","Andrew","Médias audiovisuels et contenus sexuels en ligne à l'adolescence : enjeux politiques en Europe"
"1097","Elena",2009-01-01,"Anne-Marie",NA,"Intérim : risques au travail, risques de l'emploi : le cas des travailleurs intérimaires du bâtiment en France"
"1098","Marie",2017-12-07,"Éric de","Claude","Performances physiques et compétences sociales : des participations héroïsées : étude exploratoire de la mise en scène du handicap dans les séries animées télévisées pour enfants (France, 1990-2010)"
"1099","Márcia Barbosa",2013-01-01,"Philip",NA,"Les Figures de la Médiation dans la Formation des Adultes : Une étude multicas à partir de l’expérience au Portugal et en France"
"1100","Zohra",2003-01-01,"Jacqueline",NA,"La question de la virginité chez les jeunes femmes issues de parents maghrébins en France"
"1101","Bénédicte",2002-01-01,"Olivier",NA,"Entre philanthropie et syndicalisme : militants et mal-logés de l'association ""Droit au logement"" (DAL)"
"1102","Tetsu",2002-01-01,"Claude",NA,"Construction des identités professionnelles des infirmières en France et au Japon"
"1103","Doudou Dièye",2003-01-01,"Jean-Pierre",NA,"Migrants sahéliens : pacte migratoire et mobilisations communautaires"
"1104","Najva",2013-11-12,"Michel","Patrick","La muse : théâtre et théâtralité dans la photographie de mode"
"1105","Laurence",2004-01-01,"Jean-Pierre",NA,"Parcours scolaires, socialisation professionnelle, transmissions intergénérationnelles : le cas des bachelliers de la massification scolaire"
"1106","Lilian",2018-09-11,"Delphine","Anne","Le genre de l'assistance : mères célibataires et travailleuses du social"
"1107","Clara Fernanda",2010-01-01,"Jean-Paul",NA,"Portrait socio-politique des petits cultivateurs de coca et pavot : témoignage de réalité quotidienne des départements de Nariño, Putumayo, Caquetá et Huila (Colombie) dans la période 1998-2006"
"1108","Karim",2013-01-01,"Aïssa",NA,"Intelligentsias algériennes : exils, ruptures et retours"
"1109","Martine",2007-01-01,"Jean-Louis",NA,"Des inventeurs sociaux pour des territoires à vivre : bilan et perpective de trente ans d' une pratique de la recherche au service de l'action"
"1110","Claire",2006-01-01,"Pierre","Bertrand","Activités psychomotrices, apprentissages moteurs et dynamique socio-affective en EPS : les effets différentiels de quatre modalités relationnelles d'apprentissage chez des élèves de Cours Moyen"
"1111","Isabelle",2018-02-02,"Laurent","Jacqueline","Sciences de la musique sans frontières ? : Contribution à une sociologie du processus de primitivisation"
"1112","Jean-Marc",2017-10-27,"Marc","Yvon","De la puissance de la modération involontaire aux réputations harmonieuses : monographie des actions des intermédiaires locaux de la politique sociale d'EDF, des acteurs faibles en statut mais riches de leurs capitaux symboliques"
"1113","Jacques",2003-01-01,"Michel",NA,"Emergence de la kinésithérapie en France à la fin du XIXe et au début du XXe siècle : une spécialité médicale impossible : genèse, acteurs et intérêts de 1880 à 1914"
"1114","Martine",2004-01-01,"Françoise",NA,"Le temps des femmes et des hommes : un point de vue reliant le travail et le hors travail, dans le contexte de la RTT"
"1115","Rose-Myrlie",2015-01-01,"Vincent de","Jules","L'articulation des rapports sociaux de sexe, de classe et de race dans la migration et le travail des femmes haïtiennes"
"1116","Marion",2016-11-29,"Danilo","Éric","L'esthétique de soi : individu(s), corporéité(s) et apparence(s) genrée(s)"
"1117","Josette",2002-01-01,"Jacqueline",NA,"Genre et mouvements sociaux"
"1118","Lucie",2015-11-20,"Bertrand","Claude","Etre présent auprès des absents : ethnographie de la spécialisation des pratiques professionnelles autour de la maladie d'Alzheimer en établissement d'hébergement pour personnes âgées."
"1119","David",2017-10-24,"Florence","Fritz","Transmettre au coeur d'une mutation industrielle : approche sociale clinique du sujet de la connaissance"
"1120","Alexandra",2014-06-03,"Joyce","Bruno","Aux confins du travail industriel, les free parties : réflexion socio-filmique sur une déviances temporaire"
"1121","Camille",2018-03-21,"Jean-Paul","Emmanuel","Gouverner le social par les normes transnationales ? Audit, gestion des risques et conditions de travail en entreprise"
"1122","Lola",2018-12-20,"Philippe","Céline","Enseigner les faits religieux à l’école élémentaire publique en France : éduquer à la laïcité ? Une étude des pratiques des professeurs des écoles"
"1123","Houssame",2018-06-20,"Michel","Philippe","L’abandon de l’islam, de l’irréligiosité au reniement de la foi chez les musulmans en France."
"1124","Constanza",2018-09-13,"Yves","Gilles","L´édition indépendante dans un contexte de transition politique au Chili (1990-2010) : investissement local d´une définition transnationale."
"1125","Louise",2018-09-20,"Philippe","Nacira","Grossesse et reconnaissance du sujet. Parcours de soins de femmes enceintes primo-arrivantes en France."
"1126","Fatma",2018-12-07,"Stéphane","Sébastien","Ethnographie d'un réseau amical de femmes maghrébines des classes populaires en France"
"1127","Alexis",2019-11-25,"Dominique",NA,"Blanchir les zones grises de l'emploi : le portage salarial, extension ou détournement des institutions salariales ?"
"1128","Yoshimi",2019-09-17,"Nacira","Pascale","Résistance épistémique des actrices et acteurs (descendant-e-s) de l’immigration postcoloniale : Mémoire, subjectivité, sagesse"
"1129","Jean-Noël",2017-10-20,"Philippe","Bruno","Ecole et enseignement spécialisé : de la séparation à la reconnaissance"
"1130","Ludovic-Pierre",2017-09-27,"Philippe","Vincent","La « conversion » écologiste de l’Eglise catholique en France : sociologie politique de l’appropriation du référent écologiste par une institution religieuse"
"1131","Morvarid",2018-01-12,"Jean-Paul","Mohammad Ali","Sociologie de la connaissance du chiisme dans l'espace des savoirs sur l'Iran en France (1947-2010)"
"1132","Claudia",2018-05-22,"Serge","Olivier","Les mots des inégalités. Représentations et stéréotypes des classes sociales à Santiago du Chili."
"1133","Théo",2018-06-29,"Marie-Vic","Bernard","De la conservation en Amazonie : norme environnementale et démocratie territoriale à l’heure du « Faire mieux avec moins ». La Guyane française et l'État brésilien de l'Amapá entre tensions et normalisations."
"1134","Benjamín",2018-06-29,"Gilles","Françoise","L'émergence des phénomènes associatifs en Amérique centrale (Nicaragua, Salvador. 1960-2009)"
"1135","Linda",2018-06-19,"Serge","Florence","Le passage à la citoyenneté. Analyse  comparée  des  politiques  d’intégration  des  femmes migrantes en France et en Finlande"
"1136","Reguina",2018-12-05,"Catherine","Michel","Joueuses d'instruments traditionnels. Apprentissage, socialisation professionnelle et genre dans les musiques traditionnelles en Grèce."
"1137","Mona",2018-12-03,"Michel","Nathalie","Ni hasard ni projet. : genre, sexualité et procréation pendant la jeunesse en Russie (années 1970-années 2010)"
"1138","Alexandre",2018-09-27,"Michel","Claudia","Cristiano, Lionel, Angelina, Gérard et les Français : les rémunérations des stars au prisme de la justice sociale"
"1139","Jérôme",2018-09-03,"Gisèle","Violaine","Qu'est-ce qu'un auteur de cinéma ? : copyright, droit d'auteur et division du travail (années 1900-2010)"
"1140","Amélie",2018-09-13,"Florence","Anne-Catherine","Placer et déplacer ses enfants. Stratégies transnationales de mères sénégalaises aux Etats-Unis, en Italie et en France"
"1141","Oxana",2018-07-03,"Florent","Alain","Aller étudier en France : enquête sociologique sur une jeunesse de Russie"
"1142","Soraya",2018-12-19,"Albert","Stefan","Posséder. Construction de l'Etat et résistances aux mécanismes de dépossession dans le Maroc post-2011"
"1143","Thibault",2018-11-22,"Patrick","Léonore","Le ballon des pèlerins : sociogenèse du recours au religieux dans les trajectoires carcérales."
"1144","Mira",2018-12-17,"Nathalie","Patrick","Les juifs bouddhistes. Individualisme, bricolage et frontières dans la globalisation religieuse"
"1145","Aysegül",2018-02-21,"Nilüfer","Hamit","Engagement des jeunes de l’AKP : la trajectoire de l’islam politique en Turquie"
"1146","Maria Eugenia",2018-12-19,"Patrick","Mercedes","La spiritualisation du quotidien. Styles de vie, expériences spatiales et classes moyennes dans la périphérie de Buenos Aires"
"1147","Quentin",2019-11-27,"Dominique","Emmanuel","L’objectivation comptable de l’économie nationale : Enquête sur la fabrique du PIB et des comptes nationaux français."
"1148","Julia",2019-12-19,"François-Xavier","Arnaud","Les dirigeants de grandes entreprises au Mexique au XXIe siècle. La résistance du capitalisme familial face à la mondialisation"
"1149","Lucas",2019-06-26,"Nicolas","Bénédicte","Les ouvriers du déplacement : travail en entrepôt et recompositions du salariat populaire en France (1980-2018)"
"1150","Reynaldo Miguel",2018-11-06,"Michael","Bernadette","Résistance et religion au Guatemala. Le cas des Maya Ixil, 1930-1990"
"1151","Annabelle",2014-06-30,"Blandine","Ilán","Assurer les pauvres et s'assurer des pauvres : les tourments de la micro-assurance : à partir de l'analyse des projets de micro-assurance santé et migration au Mexique"
"1152","Hamdi",2009-11-25,"Bruno","Burhan","La double histoire des artistes de l'Ecole de Tunis. Ressources et stratégies de réussite des élites tunisiennes entre colonisation et Etat-nation"
"1153","Salima",2015-06-19,"Jane","Nacira","Des équilibres instables : construction de soi et relations familiales chez les lesbiennes maghrébines migrantes et d'ascendance maghrébine en France"
"1154","Maud",2015-11-24,"Margaret","Nacira","La perception et la mesure des discriminations racistes et sexistes"
"1155","Văn Dũng",2015-06-25,"Rémy","Dominique","La formation de la famille rurale dans le Delta du Fleuve Rouge au Viêt Nam à travers trois périodes : avant 1954, 1955-1986, 1987-2011"
"1156","Dahmane",2016-07-11,"Aïssa","Ali","Le maquis scripturaire : mémoires d'acteurs de la Guerre d'indépendance en Algérie : la wilaya-I Aurès - Nememcha"
"1157","Paméla",2015-11-17,"Régine","Danièle","De l'idée au projet : les parcours des créateurs d'entreprise jeunes et seniors"
"1158","Abdelghani",2017-06-30,"Aïssa",NA,"Etude sociologique des émeutes en Algérie : perspectives comparatistes"
"1159","Wen-Chi Julia",2015-03-30,"Rémy","Alain","La lecture des manuels de sciences sociales de l'école primaire de Taïwan après 2001"
"1160","Frédérique",2015-05-28,"Alain","Bruno","Formation et socialisation des adolescents et des étudiants en écoles d'art de pratiques amateurs et supérieures"
"1161","Axel",2014-01-01,"Jean-François",NA,"Écrire dans les plis du droit social : une sociologie du dossier"
"1162","Philippe",2016-05-13,"Claude","Nonna","Le Club de l'Horloge (1974-2002) : évolution et mutation d'un laboratoire idéologique"
"1163","Ewelina",2018-12-05,"Rémy","Alain","Autour de la participation de l’enfant : éude comparative : région Île-de-France et région de Mazovie (Pologne)"
"1164","Jette Milberg",2014-12-18,"Aïssa","Christian","Choix linguistiques au sein d'un réseau social d'entreprise internationale, et enjeux de l'Intercompréhension"
"1165","Camille",2017-06-20,"Michèle","Nicky","Sociologie des féministes des années 1970 : analyse localisée, incidences biographiques et transmission familiale d’un engagement pour la cause des femmes en France"
"1166","Nabila",2019-02-11,"Claire","Rémy","One, two, three, Viva l'Algérie ! : allers-retours identitaires des supporters français de parents algériens"
"1167","Anne",2017-09-21,"Jane","Azadeh","Maternités célibataires en Tunisie : parcours pluriels et identités négociées"
"1168","Efthymia",2014-12-08,"Helena Sumiko","Pascale","Le care dans tous ses éclats : des employées au service des personnes âgées : entre contraintes et petits arrangements"
"1169","Ornela",2017-12-08,"Michel","Valérie","Les professionnels entendants de la surdité : transformation des dynamiques professionnelles suite à l’émergence du nouveau paradigme de la surdité dans les années 1970."
"1170","Angeliki",2019-12-03,"Anne-Marie","Baptiste","Les suicides d'appelés dans l'armée de terre grecque : étude d’un fait social au prisme des institutions totalitaires et de l’ordre sexué"
"1171","Raoul",2017-11-27,"Pierre","Claude","SOS Racisme, un mouvement collectif et des parcours individuels"
"1172","Izadora",2019-06-25,"Jane","Anne-Marie","« Bon bagay » et « bandidos » : genre, race, nationalité et les Casques bleus brésiliens en Haïti"
"1173","Mathilde",2019-06-17,"Régine","Sébastien","Soigner et réhabiliter les blessés militaires en France : des logiques de travail entre normes, moyens et compromis"
"1174","Maria",2017-09-08,"Alain","Juan Arturo","La ville littéraire, Représentation urbaine et création littéraire à Barcelone (1970-2015)"
"1175","Maï",2017-05-09,"Dominique",NA,"Toucher pour soigner : le toucheur traditionnel, le médecin et l'ostéopathe : un nourrisson entre de bonnes mains"
"1176","Raphaël",2018-11-26,"Michel","Johanna","« Simples militants » : sociologie comparée de l’engagement politique (FN, JC, UMP) en milieu populaire dans la France contemporaine"
"1177","Michelle",2016-11-17,"Régine","Roland","De l’invisibilité des cancers d’origine professionnelle à l’invisibilisation des risques cancérogènes dans le travail des femmes"
"1178","Camille",2009-12-15,"María-Eugenia","Christian","Genre et conflit armé : la trajectoire des femmes combattantes du conflit armé interne péruvien [1980-2000] et leur réintégration à la société civile comme éléments d'interprétation de la réconciliati"
"1179","Danielle",2013-01-01,"Laurent",NA,"La fabrique du possible : la relation au coeur des projets culturels"
"1180","Ana",2013-01-01,"Vincent de",NA,"La sociologie clinique du rap : la symbolisation dans la construction des jeunes rappeurs brésiliens et français dans leurs espaces de vie"
"1181","Cécile",2013-04-03,"Bruno","Laurent","La résistible ascension du cinéma d’animation : Socio-genèse d’un cinéma-bis (1950-2010)"
"1182","Anne-Julie",2011-01-01,"Jean-François",NA,"Les écritures populaires aux marges du droit social : plaintes, litiges, protestations"
"1183","Quentin",2019-11-08,"Marco","Philippe","Trajectoires résidentielles et choix scolaires des classes moyennes : statut d’occupation du logement, ségrégation et action publique locale dans la métropole parisienne"
"1184","Hélène",2010-12-10,"Bruno","Laurent","Les représentations fictionnelles de la surveillance. Dystopies contemporaines de la redite a l'innovation"
"1185","Marjorie",2016-05-30,"Annabel","Françoise","Du ""care"" à l' ""agency"" : l'engagement associatif des femmes d'Afrique subsaharienne dans la lutte contre le VIH/sida en France"
"1186","Anne",2015-03-13,"Annabel","Mamoudou","Les entreprises privées dans l’action publique de lutte contre le VIH/sida en Côte d’Ivoire : un acteur comme les autres ?"
"1187","Anne-Charlotte",2016-11-30,"Marie-France","Jean-Luc","Éducation et post-conflit : l’intervention des acteurs de l’aide humanitaire et du développement en Côte d’Ivoire"
"1188","Pablo",2016-11-25,"Michel","Patrick","Le temps des objets : mémoire collective, entourages matériels et imaginaires littéraires : essai de phénoménologie sociale"
"1189","Johaan",2015-11-23,"Étienne","Catherine","La justice sociale dans les pratiques pédagogiques postrévolutionnaires au Mexique : 1921-1940"
"1190","Mariette",2019-11-21,"Jean-François","Bertrand","Les usage(r)s de la distance : le pouvoir des accounts dans les métiers de la relation : le cas des éducateurs de foyer"
"1191","Zoé",2016-10-11,"Dominique","Monique","La place de l'anthropologie dans le processus de production des innovations : analyse des conditions de production, diffusion et réception de l'anthropologie en entreprise"
"1192","Yi-Chun",2014-12-05,"Louis","Catherine","La dynamique des classes moyennes à Taïwan"
"1193","Lucia",2014-01-01,"Azadeh",NA,"Le genre de la nation en Iran et au Tadjikistan : (Re)constructions et contestations des hétéronationalismes"
