"","auteurs.0.prenom","date_soutenance","directeurs_these.0.prenom","president_jury.prenom","titres.fr"
"1191","Aimé-Sylvestre",2000-01-01,"Anne Marie",NA,"Les ""Godobé"" de Bangui (RCA) ou la construction sociale de la délinquance juvénile dans la ville africaine"
"1192","Julien",2006-01-01,"François",NA,"Vie publique et téléphonie mobile : une approche praxéologique entre espaces publics d'usage et conversations"
"1193","Jean",2010-01-01,"Maurice",NA,"Assistants de service social et éducateurs spécialisés (en Alsace) face au secret partagé avec les élus : entre conflits de territoires et conflits de valeurs"
"1194","Laure",2008-01-01,"Bernard",NA,"Deux siècles de sociologie militaire en France (1815-1991) : sociologie d'une sociologie"
"1195","Marie-Thérèse",2006-01-01,"Alain",NA,"""Clandestins"" au pays des papiers : une anthropologie des mondes et des circulations entre légal et illégal des migrations algériennes (1998-2004)"
"1196","Mathieu",2009-01-01,"Alain",NA,"Entre nation et négation : la question de l'identité collective dans les politiques d'intégration des tsiganes en République tchèque"
"1197","Françoise",2009-01-01,"Ali",NA,"Mobilités transnationales et multi-territorialisations : les jeunes français expatriés au sein de l’Union européenne : approche socio- anthropologique"
"1198","Arnaud",2005-01-01,"Jean-Michel",NA,"Les temps des sports : les marchés de la planche à voile"
"1199","Mamadou Karfa",2004-01-01,"ʿAlī al-",NA,"Islam et société au Sénégal, approche sociologique d'une confrérie : le cas de la confrérie Tidjane"
"1200","Marlene",2000-01-01,"Éric",NA,"Les tapuios du carretao : ethnogenese d'un groupe amerindien de l'etat de goias (bresil)"
"1201","Julien",2009-01-01,"Anne",NA,"Vers une pragmatique des attachements médiatiques : le cas de la télévision mobile"
"1202","Gilles",2004-01-01,"Alain",NA,"Vivre la rue"
"1203","Tida",2009-01-01,"Michel",NA,"De la participation des citoyens à la production des politiques publiques locales : enjeux de démocratisation et d’efficacité de l’action publique : Le cas de cinq communes au Sénégal"
"1204","Hélène",2006-01-01,"Charles",NA,"Femmes et cancer : de l'errance au sens"
"1205","Lysiane",2009-01-01,"Nicole",NA,"Les parents d'élèves et le monde social à l'école : conflis et coopération autour de la division du travail de socialisation de l'enfant"
"1206","Caroline",2009-01-01,"Sylvain",NA,"Entre le métier et l'entreprise : renouvellement et transformations de l'artisanat français"
"1207","Henri",2000-01-01,"Jean",NA,"Etat, communautés villageoises et banditisme rural : L'exemple du vol de boeufs dans la Haute-Matsiatra Madagascar"
"1208","Jean-Bruno",2000-01-01,"Jean",NA,"L'affiliation d'une discipline avec les débouchés professionnels : le cas de la sociologie à l'Université de Picardie Jules Verne"
"1209","Gilles",2001-01-01,"Patrice",NA,"La coordination des acteurs dans la construction de l'action publique locale : le cas de l'action sociale territorialisée"
"1210","Jean-Michel",2006-01-01,"Patrick",NA,"Essai sur la permanence et la diffusion d'un noyau idéologique d'extrême droite de Maurras à Le Pen. Constances et changements du nationalisme orthodoxe"
"1211","Bertrand",2007-01-01,"François",NA,"La dynamique d'une profession vue à travers sa formation : l'exemple des assistantes de service social"
"1212","Hélène",2000-01-01,"Alain",NA,"Action culturelle et développement local en milieu rural : le cas de trois projets culturels en Midi-Pyrénées"
"1213","Laurent",2010-01-01,"Dominique",NA,"L’attachement automobile mis à l’épreuve : étude des dispositifs de détachement et de recomposition des mobilités"
"1214","Sylvie",2011-01-01,"Yves",NA,"La recherche de la performance dans le système éducatif français : un nouveau paradigme professionnel pour les enseignants du premier degré ?"
"1215","Nadine B",2018-01-01,"David",NA,"Religions en marge : religieux transplanté, spécificités féminines, diversité des pratiques"
"1216","Eduardo Gomes",2013-01-01,"Patrick","Bernard","L'inclusion scolaire"
"1217","Saïda",2019-07-04,"Dominique",NA,"Éducation, protection et contrôle de la jeunesse : contribution à une sociologie des professionnel-le-s de la prise en charge socio-judiciaire"
"1218","Sarah",2019-10-02,"Bernadette",NA,"Regards croisés sur le placement de l’enfant chez un proche"
"1219","Hélène",2002-01-01,"Gabriel",NA,"La construction d'un patrimoine industriel dans le Nord-Pas-de-Calais : du travail de mémoire au développement local"
"1220","Ségolène",2002-01-01,"Alexis",NA,"L'entraide : des règles sociales aux opportunités du réseau personnel"
"1221","Gaëlla",2019-06-24,"Arnaud",NA,"Odologie et présence des gens du voyage en France. : Blocages, passages et nœuds des espaces de vie voyageurs"
"1222","Marilyne",2015-06-03,"Éric","Olivier","« Carte blanche » et « lignes jaunes » : les humoristes d’actualité en travailleurs de la critique"
"1223","Chloe",2015-10-15,"Olivier","Pascal","Étude des rapports locaux entre science, industrie et pouvoirs publics : les conditions socioculturelles, économiques et techniques de l’engagement partenarial au sein d’un pôle de compétitivité"
"1224","Leo",2017-12-19,"Pascal","Antoine","Sociogenèse d’une spécialité médicale : le cas de radiologie interventionnelle"
"1225","Pierre",2014-10-10,"Charles-Henry","Vincent","Devenir chrétien lorsque l'on est chinois : les fonctions sociales de la conversion religieuse"
"1226","Johana",2014-11-13,"François","Anne","Les modes de production des inégalités, les cultures scolaires et les expériences des élèves : une comparaison des systèmes éducatifs français et chilien"
"1227","Michel",2014-05-07,"Ahmed","Pascale","Les braconneurs de la précarité rurbaine : pour une sociologie des limites"
"1228","Ludovic",2015-04-10,"Charles-Henry","Jacqueline","Jeux de nature, natures en jeu. Des loisirs aux prises avec l'écologisation des sociétés"
"1229","Roberta",2017-11-20,"Guy","Nicolas","Éduquer les enfants à l’architecture : médiations à l’école"
"1230","Tayeb",2017-05-05,"Frédéric","Anne-Marie","La littérature politique de la misanthropie et de la misologie"
"1231","Glenn",2016-12-07,"Antoine","Martine","L'économie du quotidien : une étude de la précarité à travers l'exemple des pratiques agricoles domestiques dans le monde rural russe"
"1232","Laura",2017-06-06,"Guy","Véronique","La condition internationale des architectes : le monde en référence : représentations, pratiques et parcours"
"1233","Nicolas",2017-12-18,"Denis","Justin","L’adaptation des littoraux au changement climatique : une gouvernance performative par expérimentations et stratégies d’action publique"
"1234","Yamina",2015-11-16,"Éric","François","Diversifier l'organigramme ? Les dilemmes des mairies de Pessac (France) et d’Amsterdam Nieuw West (Pays-Bas) face à l’enjeu de la diversité des origines"
"1235","Kristina",2018-11-13,"Antigone","Emmanuel","Le voyage des Danois et le tourisme des Chinois. Mobilité : entre l'imaginaire et le réel"
"1236","Blandine",2000-01-01,"Alexis",NA,"Des biens et des liens : transmission des objets et inscription lignagère dans le réseau de parenté"
"1237","Jean-Paul",2006-01-01,"Jean-Pierre",NA,"Syndicalisme et pouvoir local : les planteurs de coca du Chapare (Bolivie) : (1980-2005)"
"1238","Samia",2017-12-04,"Antigone","Céline","Les chinois en Algérie : un nouveau paradigme d’immigration : le cas des commerçants chinois"
"1239","Frédérika",2014-01-01,"Jean-Louis",NA,"Modes d'habiter, pratiques territoriales et représentations du couple hétérosexuel dans l'espace domestique"
"1240","Fanny",2012-12-12,"Florent","Jean-Louis","Danse, émotions et pensée en mouvement : contribution à une sociologie des émotions : le cas de Giselle et de MayB"
"1241","Judicaël",2015-06-19,"Philip","Marnix","Privatisation et emploi au Gabon : analyse de la politique de privatisations sur l’emploi et sa structure de trois entreprises publiques rendues privées au Gabon"
"1242","Julien",2012-12-05,"Guy","Rémi","Entre inscription et subversion, les lieux culturels intermédiaires : des expériences au creux des villes"
"1243","Chloé",2019-11-07,"Yolande","Françoise","L'enseignement des langues à l'école publique au Maroc : construction des savoirs, identités et citoyenneté"
"1244","Natacha",2010-01-01,"Frédéric",NA,"De l'obligation de devenir femme : étude sur les mutilations sexuelles des femmes"
"1245","Maria Alessandra",2016-01-27,"Raphaël","Lionel","Contextes, institution, intersubjectivité dans le processus de conversion à un groupe religieux minoritaire : l'exemple du bouddhisme dzogchen"
"1246","Jacky",2017-03-24,"Sébastien",NA,"Dynamique des cultures professionnelles des sapeurs-pompiers français : sociogenèse du modèle mythifié du sapeur-pompier ""Héros sportif"", 1818-1966"
"1247","Julien",2011-06-28,"Laurence","François","Travail global et production d’un individu servile : activités économiques et migrations de travailleurs non arabes au Liban"
"1248","Dominique",2006-01-01,"Charles-Henry",NA,"Grandeurs et servitudes domestiques : expériences sociales de femmes au foyer"
"1249","Romain",2016-12-08,"Laurent","Stéphanie","Le corps médico-légal. Les médecins légistes et leurs expertises"
"1250","Rémi",2017-06-30,"Laurent","Jacques de","La copropriété dégradée, le relogement et après ? Professionnels et habitants dans une opération rénovation urbaine"
"1251","Eguzki",2000-01-01,"François",NA,"Les journalistes locaux : mutation d'une profession"
"1252","Carmen",2000-01-01,"Didier","Michel","La construction de la démocratie locale en Roumanie post communiste après 1989"
"1253","Hervé",2019-09-11,"Ahmed","Djaouida","Les Gens du bord - Pour une sociologie des pratiques soucieuse de l'histoire"
"1254","Adel",2019-03-28,"Servet",NA,"La relation entre l'enseignement supérieur et la mobilité sociale dans la communauté rurale en Libye (cas de la municipalité Haraba)"
"1255","Baudry",2014-12-12,"Charles-Henry","Andy","Une sociologie sans sociologues ? Les Britanniques en quête d'une discipline (1904-2014)"
"1256","Benjamin",2015-11-04,"Olivier","Patrick","Comment devient-on enseignant ? : les trajectoires de socialisation professionnelle des professeurs des écoles"
"1257","Mickaël",2011-01-01,"Yvon",NA,"Scientifiques, institutionnels, sociétés privées : analyse sociologique des transferts dans les biotechnologies et l'agroalimentaire : le cas de l'Auvergne"
"1258","Romain",2015-09-24,"François","Serge","Quand on n'a ""que"" BAC + 3... : les étudiants et l'insertion professionnelle"
"1259","Christian",2000-01-01,"Joan",NA,"Notions et pratiques transfrontalières et interrégionales des collectivités publiques infra-étatiques françaises au sein de l'Union européenne : l'exemple de l'eurorégion Catalogne - Languedoc-Roussillon - Midi-Pyrénées"
"1260","Halima",2016-04-04,"Antigone","Emmanuel","Le patrimoine culturel de la Libye entre identité sociale et culturelle"
"1261","Grazia",2017-11-13,"Jean-Yves","Françoise","La construction du sens du développement des compétences psychosociales : justifications et usages en promotion de la santé"
"1262","Fabien",2016-01-01,"Patrick","Frédérick","De la destruction de la vie à l'époque du capitalisme numérique : Ρour une Τhéorie critique des médias de masse et des technologies de l'information et de la communication"
"1263","Eveline",2015-04-30,"Martine","Jean-Bruno","Le yoga, un espace pour le sacré"
"1264","Jean-François",2015-06-19,"Ronan","Pierre","Pratiques langagières et processus dialogiques d’identification sur les réseaux socionumériques : le cas de la langue bretonne"
"1265","Tamiyo",2017-11-17,"Raphaël","Olivier","La ""spiritualité"", une nouvelle forme rhizomique de religiosité : étude comparative s'appuyant sur des festivals de spiritualité au Japon, en France et aux Pays-Bas"
"1266","Camille",2015-01-01,"Michalis","Delphine","Beauté, classe sociale et empowerment (""empotentiation"") : les jeunes femmes de classes populaires dans les élections de Miss en Normandie"
"1267","Marion",2015-01-01,"Michalis","Dan","La justice actuarielle en France : dangerosité et expertise aux assises"
"1268","Aïssatou",2007-01-01,"Bernard",NA,"Des cahiers au village : socialisations à l'écrit et pratiques d'écriture dans la région cotonnière du sud du Mali"
"1269","Clara",2019-12-13,"Ronan","Pascale","Innover pour la périphérie : recherche agronomique publique et développement de machinisme approprié pour l’agriculture familiale en Argentine"
"1270","Shani",2019-12-11,"Véronique","Françoise","Quand les centres sociaux et socioculturels accompagnent le vieillissement : enjeux et effets des réponses contemporaines d'un vieillir en santé"
"1271","Karen",2016-06-16,"Jean-Pierre",NA,"L'alimentation au fil des générations : l'analyse de parcours de vie alimentaire, en France, au travers des procès de transmissions, innovations et intégration des pratiques, comportements et savoir-faire de mangeurs dans des espaces en mutation"
"1272","Thibaut",2015-01-01,"Philippe","Salvador","« Se faire une place » dans un centre commercial : déprise sociale, emprise spatiale et prises identitaires"
"1273","Geoffroy",2012-01-01,"Didier",NA,"Histoire de l'homosexualité en France et en Espagne : discours, subcultures et pratiques : 1945-1975"
"1274","Élise",2003-01-01,"Jean-Claude",NA,"Un nouveau mode de transition professionnelle ? : L'emploi-jeune dans les parcours d'insertion"
"1275","Albena",2012-01-20,"Laurence","Claude","En quête de travail, enjeux de reconnaissance et remaniement identitaire : approche comparée France-Bulgarie de carrières professionnelles de réfugiés"
"1276","Siham",2012-07-12,"Gilles","Stéphane","La mobilité interne des cadres : l'exemple des établissements de crédit en France et au Maroc"
"1277","Laurent",2015-06-29,"Christian","Lorenza","Réaliser en direct : une vidéo-ethnographie de la production interactionnelle du match de football télévisé depuis la régie"
"1278","Floriane",2014-01-27,"Lionel","Michel","La construction de l’acceptabilité sociale des parcs éoliens terrestres en France : l’analyse d’une stratégie de communication d’une entreprise"
"1279","Sylvaine",2014-06-11,"Christian","Philippe","Collaborer et intéragir dans les bureaux : l'émergence matérielle, verbale et incarnée de l'organisation"
"1280","Mireille",2016-06-06,"Brigitte","Gilles","Enquête sur une éthique du rythme : analyse sociologique et pragmatiste de la diffusion du slow"
"1281","Tupac",2016-11-28,"Catherine","Vincent","Business Schools Made in China : l'émergence des écoles de gestion chinoises"
"1282","Henri",2016-01-08,"Gilles","Jean-Paul","Autoriser pour interdire : la fabrique des savoirs sur les molécules et leurs risques dans le règlement européen REACH"
"1283","Jérôme Gilbert",2007-01-01,"Bernard",NA,"L'Empreinte du poing dans la manufacture de soi : pour une anthropologie réflexive du corps pugilistique"
"1284","Sebastien",2007-01-01,"Bernard",NA,"Le ski associatif en Alsace au temps du Reichsland (1896-1914) : tensions nationales, oppositions sociales, jeux institutionnels"
"1285","Imed",2004-01-01,"Claude",NA,"Contribution à l'analyse de la politique sportive de la ville de Nice entre 1920 et 2000"
"1286","Hasnia-Sonia",2005-01-01,"Angelina",NA,"De l'étranger au citoyen : l'école déstabilisée : mixité scolaire, mixité familiale et attitude face à la déscolarisation d'enfants gitans et maghrébins"
"1287","Bruno",2000-01-01,"Claude",NA,"Professions et prison : soigner et enseigner en prison : un regard sociologique croisé sur le fonctionnement de la prison et sur les professions de la santé et de l'enseignement intervenant dans ce milieu"
"1288","Djibril",2009-01-01,"Serge",NA,"La scolarisation des enfants à besoins éducatifs particuliers au Sénégal"
"1289","Stéphane",2006-01-01,"Jacqueline",NA,"Les paradoxes de la flexibilité du temps de travail en Pologne"
"1290","Reynald",2000-01-01,"Philippe",NA,"""en sortir"" pour ""s'en sortir"" : etude des conditions de mobilite spatiale et mentale des jeunes en milieu urbain"
"1291","Laurent",2006-01-01,"Alain",NA,"Une forme notoire de sexualité secrète : chronique territoriale du désir entre hommes dans le sud de la France"
"1292","Erwan",2002-01-01,"Yves",NA,"Le Front national : sens et symboles. La construction d'un repli identitaire ""ethnico-religieux"" dans la France de la fin du XXe siècle"
"1293","Dimitri",2011-01-01,"Christian",NA,"Les arrangements de l'attention conjointe : interactions en situations d'apprentissage équipées de tableaux augmentés"
"1294","karine",2010-01-01,"Christian",NA,"La délocalisation en action : une analyse des pratiques situées du travail en centres d'appels"
"1295","Ingrid",2005-01-01,"Daniel",NA,"Administrer les bien-êtres juvéniles : le contrat éducatif local : l'émergence d'un mode de gouvernement local et social"
"1296","Christian",2017-06-02,"Bernadette",NA,"Réinsertion sociale et trajectoires d'enfants de la rue à Kinshasa"
"1297","Lucie",2018-12-13,"Dominique","Christian","Les ouvrières et le mouvement social : retour sur la portée subversive des luttes de chez Lip à l'épreuve du genre"
"1298","Angélique",2019-06-25,"Maryse","Gilles","Adaptation de la société française au vieillissement : vieillir aujourd'hui dans une Ville Amie des Aînés : intégration, discrimination et rôles des politiques publiques"
"1299","Tahereh",2018-11-09,"Éric","François","De l’individualité familiale à l’identification composite : La compréhension de l’expérience de genre des migrant.e.s iranien.ne.s en France"
"1300","Julie",2018-12-19,"Pascal","Antoine","Le vol habité dans l’économie symbolique de la construction européenne"
"1301","Thanh Hong",2017-11-18,"Khoa","Gilles","La présence des ONG à Quảng Nam : actions humanitaires et développement local"
"1302","Maxime",2017-01-25,"Omar",NA,"Le corps aux prises avec le sexe dans les sports mixtes de compétition"
"1303","Seyhan Gözde",2017-12-20,"Stéphane de","Besim Fatih","L'usage des TICs et l'évolution des projets migratoires des migrants africains en Turquie (le cas d'agglomération d'Istanbul)"
"1304","Liyan",2019-11-29,"Romuald","Marine de","L'institutionnalisation de la politique culturelle extérieure en Chine et en France : les rôles de l'Institut Confucius et de l'Alliance Française"
"1305","Sarah-Jane",2015-12-18,"Charles-Henry","Valérie","Écologisation d’un « centaure » ? Analyse d’une appropriation différenciée des enjeux environnementaux par les usagers récréatifs de nature"
"1306","Carolina",2017-12-18,"Olivier","Marie-Pierre","La massification du lycée au Brésil et l’expérience lycéenne à Curitiba"
"1307","Gokce Selen",2015-12-07,"Éric","David","Résider, circuler, habiter : l'intégration cosmopolite des migrants turcs en France"
"1308","Laurie",2012-03-08,"Danilo",NA,"De l'épuisement du corps à l'affaissement de soi : effets des transformations des freins et des contrepoids au travail sur la vie des individus"
"1309","Anne",2017-09-25,"Jean-Marc","Nathalie","La sexualité adolescente entre éducation et confidence : expérience et expertise de la sexualité adolescente"
"1310","Papa Mamadou",2015-01-01,"Patrice",NA,"Des systèmes de prise en charge à l'errance des malades mentaux dans l'agglomération dakaroise : socio-anthropologie de la santé au Sénégal"
"1311","Michel",2001-01-01,"Lise",NA,"Les médecins inspecteurs de santé publique : une conversion identitaire et une transformation de l'action publique dans le champ de la santé"
"1312","Olivier",2014-01-01,"Annie",NA,"La santé des artisans au fil du parcours professionnel : de l'acharnement au travail au souci de soi"
"1313","Eve",2014-01-01,"Annie",NA,"Des ouvrières en lutte : Mondes populaires et genre du syndicalisme dans un secteur d'emploi « féminin » : le cas de l'usine Chantelle à Nantes (1966-2005)"
"1314","Camille",2014-11-27,"Nicoletta","Marcel","Devenir sain : morales alimentaires, pratiques de santé et écologie de soi"
"1315","François",2013-09-23,"Pierre","Dominique","Les figures de l'utilisateur aux Bell Labs : analyse de la construction des représentations dans la R&D industrielle"
"1316","Marc-Olivier",2018-01-11,"Raphaël","Philippe","La perception de l'islam par les partis politiques : une analyse comparative des schèmes perceptifs et rhétoriques mobilisés en Australie et en France"
"1317","Marie",2011-01-01,"Jean-Louis",NA,"Les enfants du voyage dans la classe : incertitude de rôles et ajustements des pratiques du maître des écoles"
"1318","Charles",2017-12-13,"Paul","Sophie","Les unions locales de la CGT à l'épreuve du salariat précaire : adhésion, engagement, politisation"
"1319","Sébastien",2013-09-30,"Dominique","Sabine","Les créations dérivées comme modalité de l'engagement des publics médiatiques : le cas des fanfictions sur internet"
"1320","Lucia",2018-06-01,"Yolande","Adelina","Tanger : processus méditerranéens et pratiques de résistance : une ethnographie située des luttes de femmes des quartiers populaires"
"1321","Thomas",2012-01-01,"Frédéric",NA,"Le discours néo-libéral dans les médias généralistes français (1984-2006)"
"1322","Nicolas",2013-12-05,"Gilles","Armel","L'art transgressif du graffiti : pratiques et contrôle social"
"1323","Rabah",2016-01-01,"Jean-Luc","Patrice","Insertion sociale et professionnelle des sans-papiers régularisés à Rouen et dans son agglomération : Hypothèse pour comprendre l’intégration des immigrés"
"1324","Michaël",2011-01-01,"Sylvain",NA,"Pour une sociologie visuelle du monde policier : regards, visibilité et médiatisation de la police lausannoise"
"1325","Julien",2008-01-01,"Annie",NA,"Le skateboard à Montpellier : approches ethnosociologiques de populations, pratiques et espaces en tensions"
"1326","Catherine",2000-01-01,"Jean-Yves",NA,"La modernisation des mairies. De la bureaucratie executante au gouvernement managerial"
"1327","Aurélien",2017-11-06,"Bernard","Johanna","Engagement et conversion politique en conjoncture critique : La trajectoire d'un pionnier de la résistance : Emmanuel d'Astier, de l'action française dans les années 1930 au parti communiste à la libération"
"1328","Jean-Baptiste",2018-11-09,"Hervé","Maryse","Le bidonville de « La place » : l'intégration en marge des institutions républicaines dans la France contemporaine"
"1329","Gilles",2005-01-01,"Jean Samuel",NA,"Les glaneurs de sons et le cheminement des musiques : constitution de genres musicaux et emprise urbaine des mondes de la musique"
"1330","Julie",2019-11-19,"Cherry","Thierry","Quand les rapports sociaux de classes prennent corps : catégorisations et expériences des « cancers du travail » en Lorraine"
"1331","Pantaleo",2000-01-01,"Alain",NA,"L'imaginaire multilatéral : système d'intérinformation et reliance multilatérale profils sémantiques de LETS, SEL, TR, BdT, SRI"
"1332","Stéphane",2000-01-01,"René",NA,"Politique, société et religion à Grenoble pendant la Ligue : (vers 1574-vers 1591)"
"1333","Rachida",2017-06-13,"Laurent","Stéphane","La race tue deux fois : particularisation et universalisation des groupes ethniquement minorisés dans la France contemporaine, 1970-2003"
"1334","Amara",2019-09-13,"Jean-Michel","Dominique","Le retour à la vie civile des ex-combattants en Côte d'Ivoire ""post-crise"" : que deviennent les jeunes recrues ?"
"1335","Elsa",2018-10-15,"Véronique","Yannick","Débats et mobilisations autour de l’élevage : analyse d’une controverse"
"1336","Frédérick",2000-01-01,"Yves",NA,"Socio-anthropologie des sociétés technoscientifiques : risques, catastrophes, patrimoine et développement durable"
"1337","Maylis",2017-11-10,"Dominique","Florent","Devenir entrepreneur-e. Socio-anthropologie de la transmission d'une place d'indépendant-e"
"1338","Fertiana",2019-10-14,"Raphaël","Laurent","La représentation des femmes musulmanes dans la jurisprudence française : l'analyse critique du discours"
"1339","Elodie",2018-02-21,"Ronan","Philippe","Influences des jeux d’actions et de rétroaction des sous-systèmes sociaux sur les variables de bien-être professionnel : le cas des chefs d’exploitation agricole costarmoricains"
"1340","Maylis",2018-11-27,"Caroline","Nathalie","Produire les usagers : analyse du travail quotidien des professionnels de la mobilité"
"1341","Duy Long",2017-11-17,"Khoa","Gilles","Développement touristique et développement local : la communauté lagunaire à Tam Giang-Cau Hai, province de Thùa Thiên Hué, Vietnam"
"1342","Sidonie",2019-11-08,"Daniel","Jean-Yves","Les territoires en mouvement de l'action publique éducative : imaginaire social, pratiques et identités pédagogiques : exploration dans les méandres de la réforme des rythmes scolaires (2013-2017)"
"1343","Caroline",2018-12-18,"Guy",NA,"Les favelas à l'ombre des méga-événements sportifs internationaux, confrontation d'un nouveau type : les cas de Rio de Janeiro et Curitiba au Brésil"
"1344","Arnaud",2002-01-01,"Jean-Claude",NA,"Stratégies des couples en matière de fécondité : de la ""fécondité naturelle"" à ""l'infécondabilité naturelle"""
"1345","Anne",2003-01-01,"Didier",NA,"Médecine, médicalisation et anticipation de la maladie"
"1346","Mame Aby",2004-01-01,"Louis",NA,"Téranga : naissance, vie et mort au Sénégal : essai sur la fonction et le devenir des rites"
"1347","David",2016-09-30,"Dominique","Bruno","Les enfants d'Hippocrate : modèles professionnels et renouvellement générationnel en médecine générale"
"1348","Siaka",2017-11-09,"Gilles","Maryse","Enfance vulnérable au Burkina Faso et politiques d'insertion : analyse de la contribution de deux ONG à Ouagadougou"
"1349","Jean-Baptiste",2016-11-28,"Gilles","Jacqueline","Gouvernance et innovation sociale : le centre communal d'action sociale de Besançon (1972-2016)"
"1350","Cyrille",2011-01-01,"Yvon",NA,"Le maintien des distances : La contribution ordinaire des classes populaires à la clôture du champ politique"
"1351","Wilfrid",2011-06-21,"Alain","Gilles","Sociologie de l'enfance en danger. L'implication de l'Etat et des collectivités locales dans le processus de socialisation des individus"
"1352","Antoine",2014-12-09,"Joëlle","Gilles","L'expérience festive au sein de la vie : pour une sociologie de la place des raves, des free parties et des teknivals dans le parcours biographique"
"1353","Valérie",2014-06-20,"Thierry","Gérard","La construction des trajectoires d’entrée dans la vie adulte : Permanences et changements dans le contexte de massification de l’enseignement supérieur"
"1354","Aurélien",2013-12-19,"Alban",NA,"La construction sociale de catégories de criminels sexuels problématiques : Le tueur en série et le pédophile"
"1355","Régis",2013-05-29,"Sylvie","Sylvie","Parcours africains en Amérique Latine ou comment s'ébauche un dispositif migratoire transatlantique sud-sud"
"1356","Jean-Stéphane",2013-11-13,"Jean Samuel",NA,"Vie et mort d'un problème public : Autour du problème de la rue de la République à Marseille"
"1357","Lynda",2013-12-05,"Paul",NA,"La morale de l'emploi : Les coulisses de l'Etat Social Actif"
"1358","Aurélien",2013-11-27,"Alban",NA,"Le rôle de l’argumentation dans le développement du militantisme environnementaliste : Le cas des conflits autour de l’aménagement hydro-électrique de l’étang de Berre (2004-2007)"
"1359","Julie",2013-11-09,"Éric",NA,"L’apprentissage aux métiers du care en Île de France et en Rhénanie du Nord Westphalie : Une approche ethnographique par les capacités"
"1360","Anna",2019-01-14,"Hubert","Madani","La place de la ""nature"" dans la gestion et les usages des villes en Méditerranée : héritages, ruptures et perspectives : une comparaison Alger-Marseille"
"1361","Cristina",2013-12-06,"Paul",NA,"SyndicalismeS et travailleurs du « bas de l'échelle » : CGT et CGIL à l'épreuve des salariés de la propreté à Marseille (France) et à Bologne (Italie)"
"1362","Marc",2013-01-11,"Florence","Pascal","Production et reproduction d'une culture du risque : le cas de l'éducation routière"
"1363","Joseph",2017-12-05,"Pierre","Séverine","Les ménages face aux impératifs de ""transition énergétique"" : des raisonnements pris entre marché, normalisation institutionnelle et références pour agir forgées au fil de la trajectoire biographique"
"1364","Jeanne-Maud",2014-01-01,"Christophe","Dominique","Construction du féminin à travers le fitness : (Paradoxes) entre a priori fantasmé et expériences vécues"
"1365","Mathieu",2014-01-01,"Frédérick","Salvador","Des Parcelles aux Quartiers : Potentialités et limites de la mise en œuvre d’une agriculture durable de proximité dans l’aire urbaine de Caen-Métropole. Approche socio-anthropologique"
"1366","Yun",2016-01-01,"Patrick","Frédérick","Sοciοlοgie pοlitique de la prοfessiοnnalisatiοn du fοοtball en chine"
"1367","Julien",2016-01-01,"Dominique","Emmanuel","Les conséquences, sur le couple parental, de la prise en charge médicale d’un enfant atteint d’une tumeur maligne : une vie entre parenthèses"
"1368","Matéo",2018-12-10,"Sylvain","Cédric","La cause de l'activité : actions collectives face au risque de fermeture d'usines filiales de multinationales"
"1369","Elena",2017-11-23,"Gilles","Monique","Vivre à Gaza : pour une sociologie de la résilience"
"1370","Celine",2018-09-05,"Jean-Louis",NA,"La construction sociale de la délinquance des filles en France de 1850 à 1945"
"1371","Auréline",2019-10-11,"Vincent","Maud","Profession féministe : sociologie du travail salarié au sein des associations féministes"
"1372","Gilles",2002-01-01,"Gabriel",NA,"Expériences carcérales en maison d'arrêt : approche socio-historique et biographique d'une institution totale"
"1373","Mélanie",2014-12-11,"Guy","Marie-Christine","Renaissance de l'habitat participatif en France : vers de nouvelles formes négociées de fabrication de la ville ? Deux études de cas dans l'agglomération bordelaise : le projet HNord (Bordeaux) et La Ruche (Bègles)"
"1374","Manon",2015-12-15,"Guy","Marie-Christine","Les représentations sociales de la densité dans l'habitat : vers une faubourisation métropolitaine : ""Fabrication, appropriation, territorialisation"""
"1375","Julien",2014-01-01,"Salvador","Philippe","L'ambivalence des associations : du capitalisme associatif à l'espace public oppositionnel"
"1376","Sandrine",2014-01-01,"Dominique","Didier","L'éducateur spécialisé d'hier à demain : entre engagement personnel et engagement professionnel"
"1377","Vincent",2014-11-28,"Denis","Pascal","Les voies émergentes de l'adaptation au changement climatique dans la gestion de l'eau en France et au Québec : Mise en visibilité et espaces de définition"
"1378","Konstantin",2019-10-24,"Martine","Pascale","La Croix-Rouge et la lutte contre la pauvreté en Russie : construction de l'aide dans une région"
"1379","Juliette",2016-10-28,"Joël","Marc-Henry","Tribulations d'une jeunesse sans diplôme : de l'école aux dispositifs « seconde chance »"
"1380","Benoit",2016-12-12,"Olivier","François","La valeur des réclamations et la réaction économique. Sociologie et histoire d'un phénomène gestionnaire"
"1381","Pierre",2016-12-02,"Andy",NA,"Du court, du local ! Une sociologie du gouvernement de la filière fruits et légumes"
"1382","Nicolas",2011-01-01,"Jean-Paul",NA,"L'espace social de l'entrée dans la vie : autorégulation et régulations institutionnelles : l'exemple des jeunes hommes issus des filières ""adaptées"""
"1383","Laure",2000-01-01,"Patrick",NA,"Culture d'entreprise : bricolage symbolique, des cultures officielles aux cultures indigènes, des ordres vécus aux ordres conçus"
"1384","Christine",2002-01-01,"Anne",NA,"L'accueil touristique en milieu rural : pratiques sociales, modes de vie, activités économiques"
